Unnamed: 0;Seller;Address;Date_Item;Current_Price;Last_Price;Item_Link
;Александр;Рязанская обл., Рязанский р-н, Дядьковское сельское поселение, с. Дядьково;16.7.2025;190 000;190 000;http://avito.ru/ryazan/gotoviy_biznes/gotovyy_pvz_yandeks_market_s_pribylyu_ot_55_000mes_7448819746?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Market Mall;Республика Марий Эл, Волжск;16.7.2025;200 000;200 000;http://avito.ru/volzhsk/gotoviy_biznes/punkt_valdberis_7373774897?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Самарская обл., Самара;16.7.2025;720 000;720 000;http://avito.ru/samara/gotoviy_biznes/punkt_vydachi_ozon_i_yandeks_7477033313?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Оренбургская обл., Бузулук;16.7.2025;490 000;490 000;http://avito.ru/buzuluk/gotoviy_biznes/prodaetsya_pvz_valdberris_7387755181?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Челябинская обл., Магнитогорск;16.7.2025;1 250 000;1 250 000;http://avito.ru/magnitogorsk/gotoviy_biznes/gotovyy_biznes_pvz_wildberries_3982488009?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Тверская обл., Тверь;16.7.2025;390 000;390 000;http://avito.ru/tver/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7399177597?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Алиночка Солоницына;Тюменская обл., Тюмень;16.7.2025;800 000;800 000;http://avito.ru/tyumen/gotoviy_biznes/ofis_sdek_2334672868?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;exctuzz;Москва;16.7.2025;25 000;25 000;http://avito.ru/moskva/gotoviy_biznes/pvz_yandeks_market_7485355144?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Анна;Тюменская обл., Тюмень;16.7.2025;550 000;550 000;http://avito.ru/tyumen/gotoviy_biznes/set_pribylnyh_yandeks_market_4905945452?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Юлия;Орловская обл., Орёл;16.7.2025;500;500;http://avito.ru/orel/gotoviy_biznes/prodam_pvz_ozon_-_vayldberriz_7402442050?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Москва;16.7.2025;500 000;500 000;http://avito.ru/moskva/gotoviy_biznes/punkt_vydachi_zakazov_yandeks_market_7509382400?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Оренбургская обл., Бузулук;16.7.2025;490 000;490 000;http://avito.ru/buzuluk/gotoviy_biznes/prodaetsya_pvz_valdberris_7387755181?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Республика Башкортостан, Кумертау;16.7.2025;740 000;740 000;http://avito.ru/kumertau/gotoviy_biznes/punkt_vydachi_zakazov_ozon_i_wildberries_7322987950?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Анастасия;Республика Татарстан (Татарстан), Казань;16.7.2025;2 200 000;2 200 000;http://avito.ru/kazan/gotoviy_biznes/punkty_vydachi_zakazov_7473377227?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Челябинская обл., Челябинск;16.7.2025;500 000;500 000;http://avito.ru/chelyabinsk/gotoviy_biznes/pvz_wildberries_7325370249?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Москва;16.7.2025;500 000;500 000;http://avito.ru/moskva/gotoviy_biznes/punkt_vydachi_zakazov_yandeks_market_7509382400?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Москва, Зеленоград;16.7.2025;5 000 000;5 000 000;http://avito.ru/moskva_zelenograd/gotoviy_biznes/gotovyy_biznes_pribylnyy_punkt_vydachi_ozon_ozon_7468890283?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Вологодская обл., Вологда;16.7.2025;Цена не указана;Цена не указана;http://avito.ru/vologda/gotoviy_biznes/prodam_punkt_vydachi_zakazov_wildberries_7323498283?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Республика Мордовия, Ромодановский р-н, пос. Ромоданово;16.7.2025;250 000;250 000;http://avito.ru/romodanovo/gotoviy_biznes/prodazha_pvz_wildberries_7520466458?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;exctuzz;Москва;16.7.2025;25 000;25 000;http://avito.ru/moskva/gotoviy_biznes/pvz_yandeks_market_7485355144?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Алиночка Солоницына;Тюменская обл., Тюмень;16.7.2025;800 000;800 000;http://avito.ru/tyumen/gotoviy_biznes/ofis_sdek_2334672868?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Алена Александровна;Челябинская обл., Челябинск;16.7.2025;2 400 000;2 400 000;http://avito.ru/chelyabinsk/gotoviy_biznes/stabilno_pribylnyy_punkt_vydachi_vayldberriz_7530306906?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Тульская обл., Богородицкий р-н, городское поселение Богородицк, Богородицк;16.7.2025;150 000;150 000;http://avito.ru/bogoroditsk/gotoviy_biznes/pvz_ozon_7525859840?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Maxim;Тюменская обл., Тюмень;16.7.2025;350 000;350 000;http://avito.ru/tyumen/gotoviy_biznes/punkt_vydachi_zakazov_ozon_7452332518?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Республика Татарстан (Татарстан), Набережные Челны;16.7.2025;1 000 000;1 000 000;http://avito.ru/naberezhnye_chelny/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7368209789?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;ИП;Самарская обл., Самара;16.7.2025;1 190 000;1 190 000;http://avito.ru/samara/gotoviy_biznes/pribylnyy_pvz_ozon_90_t.rub_v_mesyats_7438653142?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Московская обл., Дмитровский г.о., Дмитров;16.7.2025;Бесплатно;Бесплатно;http://avito.ru/dmitrov/gotoviy_biznes/novyy_pvz_ozon_4554496369?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Свердловская обл., Екатеринбург;16.7.2025;290 000;290 000;http://avito.ru/ekaterinburg/gotoviy_biznes/punkt_vydachi_yandeks_market_pvz_7482928884?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Московская обл., Ленинский г.о., пгт. Мисайлово;16.7.2025;1 050 000;1 050 000;http://avito.ru/vidnoe/gotoviy_biznes/prodazha_pribylnogo_punkta_vydachi_ozon_7472144854?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Вероника Свибович;Владимирская обл., Владимир;16.7.2025;500 000;500 000;http://avito.ru/vladimir/gotoviy_biznes/punkt_vydachi_ozon_7481132131?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Коллегия Бизнеса;Саратовская обл., Саратов;16.7.2025;1 700 000;1 700 000;http://avito.ru/saratov/gotoviy_biznes/pvz_wildberriesvayldberriz_voznagrazhdenie_270tm_7492754179?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Айрат;Республика Татарстан, Зеленодольский р-н, Осиновское сельское поселение, с. Осиново;16.7.2025;350 000;350 000;http://avito.ru/osinovo/gotoviy_biznes/punkt_vydachi_ozon_7425520115?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Республика Татарстан (Татарстан), Казань;16.7.2025;500 000;500 000;http://avito.ru/kazan/gotoviy_biznes/punkt_vydachi_wildberries_pvz_7366804271?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Москва;16.7.2025;950 000;950 000;http://avito.ru/moskva/gotoviy_biznes/kupit_pvz_valberiz_7409623183?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Партнерство;Самарская обл., Самара;16.7.2025;Бесплатно;Бесплатно;http://avito.ru/samara/gotoviy_biznes/otdam_pvz._besplatno._bez_vlozheniy_7491550605?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Мария Моторина;Тульская обл., муниципальное образование Тула, пос. Молодёжный;16.7.2025;Цена не указана;Цена не указана;http://avito.ru/tula/gotoviy_biznes/prodam_pvz_wildberries_4159693260?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;PVZ SYNDICATE;Самарская обл., Самара;16.7.2025;750 000;750 000;http://avito.ru/samara/gotoviy_biznes/deystvuyuschiy_pribylnyy_biznes_pvz_wb_3560264764?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Свердловская обл., Екатеринбург;16.7.2025;4 100 000;4 100 000;http://avito.ru/ekaterinburg/gotoviy_biznes/punkt_vydachi_zakazov_vayldberriz_3581164726?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Кировская обл., Киров;16.7.2025;300 000;300 000;http://avito.ru/kirovskaya_oblast_kirov/gotoviy_biznes/gotovyy_biznes_pvz_ozon_7452988566?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;General;Москва, Новомосковский административный округ, р-н Коммунарка;16.7.2025;1 500 000;1 500 000;http://avito.ru/kommunarka/gotoviy_biznes/novyy_pvz_wildberries_7512675344?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Марина;Республика Татарстан, Лаишевский р-н, Песчано-Ковалинское сельское поселение, с. Песчаные Ковали;16.7.2025;1 690 000;1 690 000;http://avito.ru/kazan/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7466643309?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Market Mall;Республика Марий Эл, Волжск;16.7.2025;200 000;200 000;http://avito.ru/volzhsk/gotoviy_biznes/gotovyy_biznes._punkt_vydachi_zakazov_ozon_7405816557?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;One;Москва, Новомосковский административный округ, поселение Десёновское;16.7.2025;500 000;500 000;http://avito.ru/vatutinki/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7490171462?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Кирилл;Пермский край, Березники;16.7.2025;900 000;900 000;http://avito.ru/berezniki/gotoviy_biznes/prodam_deystvuyuschiy_punkt_vydachi_zakazov_sdek_7262514468?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Продажа бизнеса;Свердловская обл., Екатеринбург;16.7.2025;2 300 000;2 300 000;http://avito.ru/ekaterinburg/gotoviy_biznes/punkt_vydachi_wb_s_pribylyu_190_000_7504854704?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Ростовская обл., Орловский р-н, Островянское сельское поселение, хутор Островянский;16.7.2025;295 000;295 000;http://avito.ru/orlovskiy/gotoviy_biznes/pribylnyy_punkt_vydachi_zakazov_ozon_i_wb_7425498834?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Светлана;Волгоградская обл., Волгоград;16.7.2025;500 000;500 000;http://avito.ru/volgograd/gotoviy_biznes/prodam_gotovyy_biznes_pvz_ozon_7512525742?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Алексей;Московская обл., Ленинский г.о., пос. Битца;16.7.2025;200 000;200 000;http://avito.ru/moskva/gotoviy_biznes/prodam_pvz_ozon_7510596712?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Продажа бизнеса;Свердловская обл., Екатеринбург;16.7.2025;1 650 000;1 650 000;http://avito.ru/ekaterinburg/gotoviy_biznes/pvz_wildberries_s_pribylyu_250_000_4497295235?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Елизавета Александровна;Калужская обл., Обнинск;16.7.2025;Цена не указана;Цена не указана;http://avito.ru/obninsk/gotoviy_biznes/prodam_pvz_wildberries_7335729731?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Аля;Волгоградская обл., Волгоград;16.7.2025;300 000;300 000;http://avito.ru/volgograd/gotoviy_biznes/prodaetsya_pvz_vayldberriz_7548095534?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Анатолий;Челябинская обл., Челябинск;16.7.2025;2 600 000;2 600 000;http://avito.ru/chelyabinsk/gotoviy_biznes/pvz_yandeks_market_7412723484?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Маркет-сервис;Пермский край, Пермь;16.7.2025;Бесплатно;Бесплатно;http://avito.ru/perm/gotoviy_biznes/otdam_pvz_ozon_7398890180?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;ИП Нуралиев Самид Сабитович;Москва;16.7.2025;200 000;200 000;http://avito.ru/moskva/gotoviy_biznes/punkt_vydachi_yandeks_market_moskva_ul._novokosinska_7370765976?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Московская обл., Одинцовский г.о., Одинцово;16.7.2025;380 000;380 000;http://avito.ru/odintsovo/gotoviy_biznes/gotovyy_punkt_vydachi_ozon_7565215213?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Наталия;Москва;16.7.2025;955 555;955 555;http://avito.ru/moskva/gotoviy_biznes/prodam_pvz_7214087667?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Республика Татарстан (Татарстан), Казань;16.7.2025;100 000;100 000;http://avito.ru/kazan/gotoviy_biznes/punkt_vydachi_zakazov_yandeks_market_7453044529?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;NINA;Москва;16.7.2025;1;1;http://avito.ru/moskva/gotoviy_biznes/pvz_yandeks_market_7422632873?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Республика Марий Эл, Йошкар-Ола;16.7.2025;1 000 000;1 000 000;http://avito.ru/yoshkar-ola/gotoviy_biznes/gotovyy_punkt_vydachi_wildberries_7530158291?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;Анастасия Броско;Астраханская обл., Астрахань;16.7.2025;250 000;250 000;http://avito.ru/astrahan/gotoviy_biznes/punkty_vydachi_ozon_7229494326?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;'Без имени';Нижегородская обл., Нижний Новгород;16.7.2025;650 000;650 000;http://avito.ru/nizhniy_novgorod/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7431591383?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOHFrb1ZQWTRoNndrU2ZCIjt9TppHCz8AAAA
;андрей;Москва;16.7.2025;650 000;650 000;http://avito.ru/moskva/gotoviy_biznes/pvz_ozon_i_minimarket_7480360073?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Александр;Волгоградская обл., Волгоград;16.7.2025;300 000;300 000;http://avito.ru/volgograd/gotoviy_biznes/pribylnyy_punkt_vydachi_yandeks.market_7468796764?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Кировская обл., Киров;16.7.2025;350 000;350 000;http://avito.ru/kirovskaya_oblast_kirov/gotoviy_biznes/gotovyy_biznes_punkt_vydachi_wildberries_7304991483?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;ЯндеКс_Ozon_Вб;Ярославская обл., Ярославль;16.7.2025;375 000;375 000;http://avito.ru/yaroslavl/gotoviy_biznes/prodaetsya_pvz_ozon_po_pdresu_slepneva_22_7485803935?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Республика Татарстан, Набережные Челны;16.7.2025;250 000;250 000;http://avito.ru/naberezhnye_chelny/gotoviy_biznes/prodam_gotovyy_pvz_ozon_7450871106?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Никита;Чувашская Республика — Чувашия, Новочебоксарск;16.7.2025;175 000;175 000;http://avito.ru/novocheboksarsk/gotoviy_biznes/pvz_ozon_novocheboksarsk_4179071518?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Москва;16.7.2025;Бесплатно;Бесплатно;http://avito.ru/moskva/gotoviy_biznes/prodam_otdam_pvz_yandeks_market_7511866204?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
